feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-1.622414,0.272179,0.706048,-1.183901,-2.220324,0.488985,0.994284,-0.985914,-1.254639,0.308411,normal
-0.148368,0.142508,0.341792,-0.523481,-0.135227,-1.153476,0.753534,-0.005945,-1.429032,-0.859939,normal
0.702406,0.413113,0.332404,0.743240,0.225447,1.013569,0.815507,-2.193920,1.384698,1.271261,normal
-1.944241,0.356774,0.260185,1.298988,-0.086778,-0.184812,-0.994967,-0.455443,2.059461,-1.829612,normal
0.050892,-1.671054,0.549680,-0.097447,-1.453834,1.944485,0.855291,-0.289469,1.322484,-0.598577,normal
1.659413,0.900162,-0.585099,0.850930,-0.230474,-2.170036,1.821607,0.555774,-0.094666,-0.756967,normal
-1.013703,0.515098,1.425457,0.336645,-0.247403,0.128154,0.891171,-0.805105,-0.018638,-1.236904,normal
1.268928,-1.783559,-0.444243,0.370116,-1.707953,3.559369,-1.815895,-0.240971,-0.286024,0.758734,normal
0.601916,0.992923,-0.348323,-0.424489,0.888000,0.004601,1.067906,0.057649,1.095000,-1.856830,normal
1.355041,0.207541,-0.406774,1.000857,0.776829,1.322911,0.179927,-0.177441,0.034451,-0.386741,normal
-0.163948,-1.526999,1.901521,-0.391943,1.581622,0.461542,0.468360,0.069670,-0.362928,-0.068435,normal
1.094197,-0.604026,1.560170,-0.323592,1.088514,-0.473898,2.046989,-0.642078,-0.967276,0.831412,normal
-9.679428,-7.308074,-6.283347,-4.623115,3.490244,-4.211616,5.869757,-5.152247,-6.437648,-6.393715,anomaly
0.486900,-1.595395,-0.612122,-0.839574,-1.230149,0.866308,0.877523,0.530875,0.107408,1.357624,normal
0.189515,-0.716669,0.118638,-1.064066,-1.659866,-0.799740,0.046045,-0.908868,0.437969,0.863939,normal
-0.506327,-0.356542,-1.286687,1.506058,0.783014,0.256923,-0.084614,-1.160931,0.367564,-1.875419,normal
0.818574,0.145331,-0.004223,-0.437743,-0.422867,-1.770897,-1.227887,0.713792,-0.475465,0.704011,normal
-0.550028,-0.624535,0.255578,-0.103243,0.263055,0.047657,-1.228486,0.458992,1.002378,-0.245442,normal
-0.058776,1.733644,1.270802,0.889426,2.354472,0.521496,0.307430,-0.211127,-0.809397,0.093802,normal
-5.539608,4.068086,5.456436,6.574919,-3.891577,-3.548308,7.518558,7.900384,8.941679,-4.909862,anomaly
-0.523685,-0.654687,-0.545024,-1.584060,0.460116,1.478211,0.971962,1.481547,1.207968,-1.518644,normal
1.090951,-0.077431,0.759574,-0.508292,0.210860,-1.812027,1.387948,1.199296,1.317415,0.630162,normal
1.066911,0.180190,0.016812,-1.247214,-1.037834,0.437386,0.245240,-1.996278,0.792640,0.541324,normal
0.973599,-0.836448,-1.662322,-0.588590,0.938143,1.286539,1.044452,0.708770,1.602569,-0.144665,normal
-1.043093,-0.749319,0.153937,0.366164,-0.528590,1.455986,0.156632,0.139678,-0.540821,1.045095,normal
0.578328,-0.003821,-0.532017,1.063803,-0.312952,0.642983,0.961300,0.602555,0.394913,0.822718,normal
-0.718884,0.029362,-0.418215,0.045608,0.748224,1.139610,0.085592,2.215090,0.147713,-0.903865,normal
1.777681,-1.342351,0.501641,-0.370598,1.558876,0.958190,0.877648,0.404815,-0.913338,-1.101286,normal
0.596743,-1.534467,0.051650,1.968523,0.822507,2.118410,1.427261,-0.751033,-1.339134,-1.350993,normal
1.474039,-0.562395,0.805772,-0.760677,-0.654308,-0.290367,0.118485,-0.246746,-0.046289,0.090276,normal
0.624944,1.506825,-1.541399,-0.204806,-1.728627,0.522778,0.213257,0.603409,0.371339,0.856300,normal
-0.392007,-0.146239,0.155412,1.275325,-1.245321,-0.599215,1.324137,0.456411,2.030267,-1.893405,normal
0.598316,0.129536,0.672529,1.513286,-0.122323,0.093569,2.154117,0.950606,-0.331773,0.838432,normal
0.427802,0.902066,0.985257,0.044952,-0.799763,0.321140,1.335224,-0.712424,-1.605705,1.798663,normal
0.131153,0.733814,-0.188483,-1.018186,1.204931,0.237927,1.010526,1.611820,0.258167,-0.138680,normal
0.131875,1.550221,-0.052776,-0.988404,-0.559475,-0.554449,-0.394234,0.400612,-1.799581,0.082794,normal
-0.404884,0.073333,-0.272248,0.077116,1.394939,2.508697,-1.424369,2.073625,1.484576,0.846688,normal
-0.054073,-0.977934,0.990503,2.442950,1.065759,0.749522,0.921333,1.862615,0.557323,-0.825804,normal
0.449238,0.604991,0.494421,0.917117,0.160851,-0.218656,2.710406,0.131698,0.015847,0.013649,normal
0.619406,0.916744,-0.591405,0.658064,-0.163299,0.746241,0.429124,-0.250014,-1.624682,0.600341,normal
-1.226852,-1.634595,0.831330,0.244682,0.707770,-1.531547,0.484722,0.065574,-0.663639,0.566994,normal
0.121180,0.367187,-0.734410,0.744470,-1.841368,0.273370,-1.254454,-0.268176,0.363091,-0.986319,normal
-1.717790,-0.223642,-1.518006,0.518067,-0.498911,-0.486905,-0.511044,1.049824,-2.299441,0.388529,normal
1.663808,-0.152969,0.104232,-0.671406,0.154751,0.026970,-0.754467,-0.697817,-2.127799,1.270119,normal
0.374402,1.696422,-0.635293,-2.042641,0.383147,0.293174,0.031224,-1.571657,-0.029031,-0.127068,normal
-0.623545,0.615566,0.156706,-1.934620,-0.328129,-0.562455,-1.938267,0.379143,-2.228365,0.487953,normal
1.028194,0.012099,0.263240,-0.825647,1.553146,0.113868,-0.550573,0.248932,0.587319,-0.657769,normal
0.924156,-0.200613,0.188547,-0.775487,0.213954,-0.048698,0.906402,0.070503,1.119092,0.433694,normal
-0.188633,0.006252,0.064013,-0.041256,-0.634783,-0.392651,1.218998,-1.382912,-0.631102,-1.322614,normal
0.210145,-0.378639,-0.778257,0.050039,0.376397,0.820509,1.325493,1.482864,1.453471,0.772470,normal
0.625046,0.614259,1.026168,0.420031,-1.018942,-1.062444,-0.766140,-0.394508,0.280881,0.486891,normal
-0.066467,-0.242234,0.552132,-0.569352,0.580227,0.969648,1.440705,-1.465143,0.202129,1.284577,normal
6.701699,-5.135181,-5.679872,-4.905422,9.443690,-5.053067,-4.778996,-4.355628,5.478585,-3.847077,anomaly
-0.805443,1.853659,-0.281171,-0.908037,-2.138908,0.738373,-0.277192,-1.271275,-0.946454,0.010695,normal
4.884256,7.247893,-6.727979,-5.058072,3.642527,-3.489465,6.186316,5.804789,3.495744,3.789339,anomaly
0.830786,-1.454457,-0.479760,-0.119624,0.640354,-0.266155,0.622206,-1.890608,0.720301,0.273992,normal
-1.214188,-0.467751,-0.799830,0.768423,0.212998,-1.488252,-0.227528,-1.564233,0.038172,0.825519,normal
-0.608363,-0.490976,-0.567107,0.150017,-1.544003,-0.467215,0.343339,1.121846,0.034716,0.875887,normal
0.641485,-0.052665,-0.672409,1.947972,1.194174,0.223696,-0.903329,0.770763,1.621138,0.825175,normal
-0.491243,0.646639,-0.444925,-0.530231,0.036455,-1.106443,-1.134428,-0.777950,0.389119,1.988637,normal
-0.182449,-0.122771,-0.038418,-0.999428,1.340809,1.308640,-1.169573,-0.703905,0.302448,-1.286540,normal
-0.930705,0.107686,0.663921,-1.870794,0.792504,-0.193564,1.434999,0.667007,0.291520,3.073781,normal
-1.113120,-0.251388,-1.816195,-1.908594,-1.568702,-1.338269,1.657554,-2.043932,-0.462550,-0.270090,normal
-0.360775,-0.071480,0.821231,0.865957,0.261944,0.152448,1.009210,0.574514,0.343964,1.460778,normal
0.447703,1.024565,-0.518792,0.608159,-1.967138,0.839519,-0.931718,-0.924326,-0.838307,-1.151148,normal
-1.487694,0.036248,0.062715,-0.607003,-0.251584,-1.290886,-0.641573,-0.132178,0.139837,1.127597,normal
-0.751702,1.470260,-1.913892,-0.055934,-1.481845,-0.482460,0.619432,0.454287,0.272232,-1.294792,normal
-0.900588,0.215537,1.920309,1.250853,-0.324571,-0.130307,0.130445,-0.540997,-0.830260,1.051408,normal
-1.789310,-0.323872,-0.539912,-0.506731,-0.060208,-0.126702,-0.628331,-0.413332,0.512993,-0.041638,normal
-1.240687,1.418364,2.095053,0.219365,1.636947,-2.004326,-0.347316,-2.284849,0.501425,1.317539,normal
-0.289556,-0.255438,-0.907834,0.158897,-1.416172,0.126253,-1.422299,-1.785143,-1.134957,0.188899,normal
1.613227,0.702930,0.425793,-1.002905,0.856670,-1.375959,1.103067,0.577439,1.812002,-0.455852,normal
-0.489703,-0.477125,-0.236068,0.838123,1.293021,0.959590,0.309467,-1.697351,0.181260,-1.633632,normal
5.025661,-8.737355,6.440596,5.332781,-6.218151,-5.690639,-7.721177,-5.102712,5.383507,-4.046627,anomaly
1.178768,-1.129836,1.631696,-0.481831,0.602678,1.491686,-0.840903,0.016580,1.440932,-0.588828,normal
1.420948,-0.157038,-1.451980,-0.193704,0.871682,-1.076555,0.110992,-0.414330,0.966288,-0.012374,normal
0.334117,-1.235551,0.397617,1.864780,-1.564438,1.043763,0.963172,1.163882,0.315520,-0.196233,normal
-0.273382,-0.164056,0.022642,1.068347,-0.389607,-1.504895,-0.812785,0.982090,0.795559,-0.503060,normal
0.414929,0.613399,-0.980379,0.105416,0.144709,0.194682,0.718089,1.110696,0.197824,2.429536,normal
-0.609475,-0.606493,0.577267,-0.754168,-0.465400,-1.060838,1.157744,1.399479,-0.060195,-0.314204,normal
-6.154420,6.809329,-3.742907,-6.159350,5.857800,6.613565,-5.983208,-7.831924,6.257852,3.661532,anomaly
0.163603,0.349869,0.488303,-0.883166,0.548709,1.788714,0.480255,0.477510,-0.682764,-0.821396,normal
0.611269,-0.875185,0.272679,0.529098,-0.264570,0.261121,0.212317,0.340079,-0.331089,0.427469,normal
-0.489204,-1.615968,-0.765773,0.950669,-0.452963,0.095711,0.514446,-0.521392,-0.200464,-0.243377,normal
0.728216,0.522708,-0.016804,-0.607816,0.616081,0.459812,0.753020,1.514793,-0.147413,2.224877,normal
1.461816,1.180571,0.903449,1.153121,0.620213,-0.372887,0.451200,-1.374411,1.038258,1.795008,normal
0.442520,0.214913,-0.507570,-2.467783,0.053257,0.862191,0.844020,-0.970191,-0.574525,0.977296,normal
-1.019895,-0.216797,0.669213,-1.714211,-0.569581,0.321225,0.052288,0.434236,0.806868,-0.462674,normal
-0.973044,-1.301656,1.141869,-1.082446,0.212406,0.784156,-0.057502,0.744942,-1.767295,-0.173166,normal
-1.036526,1.584586,1.080410,-0.459732,0.067851,1.382484,-0.221150,1.018715,-0.690711,0.814550,normal
-1.919194,-1.560493,0.744717,0.297727,-1.232768,0.633806,-0.627693,0.399201,1.804064,-0.181464,normal
-0.699841,0.249023,-0.191009,1.066222,-1.601751,-0.206351,0.279398,-0.427394,-1.551454,0.994940,normal
1.307275,0.751298,-0.594031,0.171693,0.749053,0.505906,-2.118768,0.127065,2.070071,-1.874536,normal
-0.628467,-1.936846,-0.492004,0.140401,0.275205,1.269761,0.720125,1.876875,-0.545710,-0.760336,normal
-0.326252,-0.202166,-0.616960,0.683893,0.425719,-0.352393,0.178790,-0.607894,1.814919,0.424129,normal
-5.790573,4.098261,8.940655,4.957604,-4.813306,4.654763,-7.655434,-8.486562,3.276502,-7.435422,anomaly
1.575439,-0.981489,-2.123103,0.419990,-1.058859,1.153951,-0.338316,-0.842019,-0.151119,0.207885,normal
-0.292119,0.575593,-0.202829,-0.259292,0.132445,-1.693378,0.100288,1.486889,-0.468587,1.130711,normal
0.062915,-0.539626,1.041175,-1.329692,-0.470891,0.689429,0.113969,0.633909,0.853317,-1.630567,normal
0.940844,0.261034,-0.947620,-0.254214,1.831125,0.603024,0.568917,-0.706585,1.017235,-0.488560,normal
-0.286062,-0.162378,1.905303,1.173188,0.223983,0.580687,0.893103,-0.836618,-0.135727,2.095957,normal
0.180400,-1.354836,1.093222,-0.212155,1.198695,-1.021521,-0.506489,-1.551502,-0.514194,1.039590,normal
0.686018,0.167848,-0.158314,0.471985,0.432769,-0.017709,0.690518,-0.533675,-0.006116,-3.563734,normal
-0.340735,-2.330898,-0.367993,-0.851290,-0.200473,-1.891843,-1.216263,0.232162,0.283138,-0.098085,normal
-1.018656,-0.395540,0.696822,0.794691,-0.565729,0.059927,-0.353523,0.341508,1.374822,-1.648422,normal
0.958036,1.726019,0.737984,0.856250,-0.219214,-0.002489,-1.726390,1.393411,0.043083,-0.012393,normal
-0.043673,-0.031691,-1.023332,0.365368,-0.976879,0.233267,-0.368411,-1.477375,-1.304223,-0.940346,normal
2.198014,0.052817,-0.798597,-0.409116,-0.178978,1.218683,0.149880,1.588287,-0.300828,-0.860730,normal
1.249436,-1.480564,-0.113918,-0.226327,-0.476771,-0.180278,0.490708,1.242085,-0.077970,0.229955,normal
-0.817797,1.444841,1.574817,0.780667,-0.351146,-0.532791,0.796563,-0.916997,0.003265,0.356972,normal
-1.145367,0.400907,0.965206,-0.032719,0.998254,-1.533662,-1.872241,-0.803252,0.774906,-1.126020,normal
-0.518671,-0.020888,-0.054707,-0.575590,-0.100522,-0.185041,0.760492,-1.648884,1.784146,-0.586707,normal
1.412022,0.663125,0.023488,-0.276402,-0.648651,-0.007972,-0.204574,1.324667,-0.469932,-0.332273,normal
0.036427,-0.452770,-0.415773,0.194980,-0.986009,1.182628,-1.921209,0.789417,0.713558,0.133273,normal
0.656604,0.534831,-0.800777,1.489436,-1.644533,2.777683,1.209534,-0.580864,1.317092,0.793506,normal
1.499707,0.248602,-0.921492,1.793063,0.349920,0.718549,-0.881248,0.814407,0.741614,0.287311,normal
-1.167380,0.472563,-0.355118,1.093628,-0.669541,-1.807712,0.960101,-0.922627,-1.518681,0.200942,normal
-0.154129,1.257069,0.934588,-1.109519,-0.238149,0.127510,-0.938841,0.201289,1.233577,-0.660840,normal
1.384918,-0.344986,0.235355,-1.711056,0.054792,1.365275,0.518500,0.165854,0.457835,0.046828,normal
0.371336,-0.178266,-0.511969,-0.367417,-0.613882,-0.189414,0.030162,0.566305,0.909499,-0.981025,normal
0.061909,1.469723,-1.106499,0.991038,0.876860,0.907134,0.720646,-1.154734,0.158523,0.181368,normal
0.959834,-0.640683,0.289638,-1.008432,-0.753356,1.346359,-0.538865,0.931956,1.147091,4.286394,normal
0.221440,0.346622,0.069862,-0.878425,-0.603222,0.041092,-0.538767,1.072083,0.179163,0.067514,normal
-0.650356,0.481357,1.011016,-0.012219,-1.557178,0.322274,0.031983,-0.502665,-1.792779,2.222395,normal
-0.367932,0.003133,-1.700034,0.910556,0.538420,-0.432676,0.309528,0.398838,-0.855976,-0.239849,normal
0.532900,0.449632,0.304119,1.557751,-1.428721,1.646486,-0.155976,1.458750,0.292698,0.150581,normal
-0.580854,-0.972917,0.375105,-0.155138,0.207662,-0.016945,-2.619549,0.336985,-0.408913,1.364545,normal
0.397217,-1.533445,-0.210945,1.026639,1.654143,-1.455481,0.447865,-1.706738,1.159873,0.188177,normal
-0.182486,-2.172147,-1.311616,-0.133243,-0.960800,-0.328352,0.949346,-0.416311,-0.380049,1.099936,normal
-1.773209,-1.613490,0.894968,-0.446071,0.718914,0.345611,-0.313356,-1.135213,-0.181091,0.472724,normal
0.029166,-0.927421,-0.233330,0.494146,0.300582,0.425432,1.328800,0.533732,-0.526587,-0.332602,normal
0.127444,0.254005,0.706176,-0.606953,1.267737,0.319297,-0.584292,-0.970818,-1.843940,-0.001393,normal
1.194477,1.739866,0.576176,0.106824,-0.068239,0.295439,1.176341,0.253433,1.059741,0.738035,normal
0.054567,-0.553208,0.591647,-0.569280,-0.409163,0.532696,-0.027693,-0.086500,-1.479377,0.217287,normal
-1.139225,0.880783,0.582405,-2.206455,-0.302626,-0.677417,-0.658619,1.652629,0.070868,-0.712110,normal
-0.264527,-1.698911,0.019213,0.575523,-0.752364,-2.067764,-1.647083,-1.648014,0.741170,0.068393,normal
1.171315,-0.098909,-0.847019,-0.894425,-0.626062,-1.398147,-1.100274,-1.419762,1.459436,-0.385067,normal
-0.144500,-0.657893,0.062932,-0.663268,-0.033955,0.636210,-1.028155,-0.782981,-0.089250,1.183533,normal
0.091755,0.499656,-0.106410,1.437931,0.669164,-2.371423,0.685175,-1.543968,0.815738,-0.455072,normal
1.204974,-0.437861,0.319444,-0.966952,-0.707255,-0.784801,0.348241,0.917198,1.385753,1.000516,normal
1.078887,0.107780,-0.323482,0.929152,1.502365,0.740551,0.535476,-0.866002,-2.391006,-0.186016,normal
0.757043,1.068350,-0.567223,-0.363139,0.851528,-0.483912,-0.145950,0.177667,-0.745175,-0.839481,normal
-1.031471,1.013558,-1.607143,0.373070,-0.713483,1.808825,0.244887,2.318672,0.155541,-0.641528,normal
0.344518,2.329456,0.035531,-1.176990,-0.871262,-0.926854,-1.368136,0.212596,-0.820795,1.217775,normal
-0.108385,0.585909,-1.131731,0.035042,-1.405914,-0.951189,-0.136324,-0.475452,-0.419188,-0.566480,normal
-1.096930,-1.739969,0.062650,0.448128,-0.104706,-0.683164,0.986609,-0.903750,-0.499194,-0.141384,normal
-1.433317,-0.317733,0.673762,0.106686,0.837730,-1.065491,-1.967909,0.736984,0.208025,1.989606,normal
0.283635,-0.386082,0.263429,-0.207423,-0.228043,-1.257765,1.543698,0.072263,-0.218231,-1.297530,normal
-0.951304,1.504708,-0.648333,-1.781370,1.115385,0.416308,-3.067350,-1.017632,-1.894661,0.835840,normal
2.321032,-1.269728,1.006844,1.411890,0.971669,-1.413691,0.988082,-0.190352,-0.263556,-0.443741,normal
-1.733242,-1.114489,0.736888,0.925521,2.179412,-0.606737,-1.399052,0.095740,-1.051275,-0.217849,normal
7.133305,5.347685,-5.496866,-4.802631,5.911894,-4.689269,8.019058,7.513905,6.439176,-3.747090,anomaly
-0.245383,0.770659,0.345144,0.714893,0.326215,1.174901,-0.000275,-1.132308,0.338953,1.709928,normal
-0.512869,-0.120810,2.312585,1.013500,-0.554117,-0.726915,0.463525,-1.375888,-0.022057,-0.829266,normal
-0.172629,-1.250714,-0.623473,-1.406783,-1.457686,0.121083,1.524571,1.595293,0.196180,0.159766,normal
0.209497,-0.916426,-0.697659,-0.171594,-1.397758,-0.834706,-0.296540,-0.653397,-0.093107,-0.292541,normal
0.333159,-0.187050,-1.022751,-0.418459,0.334321,0.720513,0.502384,1.044503,-0.113473,0.333476,normal
-1.872503,-0.108467,0.001420,-1.350121,-1.301079,-0.429328,0.819355,0.249398,0.748944,-0.354162,normal
1.097061,0.160920,0.620662,0.058800,-1.182533,2.082080,1.997144,0.185334,0.688438,1.389052,normal
-0.792971,0.049005,-1.221681,-1.452021,0.968988,1.060576,-0.821227,-1.666387,-0.655772,-0.796650,normal
1.130977,-0.003954,-0.137505,-0.738637,-2.286436,-1.207979,-0.251745,0.655031,-0.366082,0.727560,normal
-0.301585,-0.473594,0.611195,-0.461282,1.903052,-1.209874,-2.346844,-0.248633,0.648761,-1.615131,normal
-0.141585,-0.296209,1.256625,-0.841124,0.025772,-0.745833,0.106804,1.065180,-1.429542,-0.666225,normal
-1.281580,1.265922,-0.784399,0.512102,-1.647557,-0.531177,0.097523,1.272266,0.006522,1.117433,normal
-0.930884,0.159763,0.060878,-1.564089,-1.169032,-0.146357,-1.658212,0.195400,-0.669534,-0.329777,normal
0.142708,-1.239811,0.276971,-2.211885,-0.537394,-1.156049,-0.468355,2.237985,-1.395357,-0.453882,normal
0.378052,0.068635,1.008687,-1.534794,-0.746567,0.015897,1.446738,-0.028049,-0.637122,1.213681,normal
-0.095290,0.606357,-1.277074,1.540199,0.463934,0.504499,-0.079810,-1.043505,-2.596720,0.001883,normal
-0.601340,1.052149,-1.195920,-2.103648,-1.482480,-1.458460,0.511413,-1.038674,-0.272932,0.739414,normal
1.467697,-0.333781,1.839592,-0.533539,-0.230169,0.138329,-1.001126,0.191223,1.931824,-0.267365,normal
1.659672,-0.449953,-0.812135,-0.482789,0.421522,1.001969,-0.975024,0.644901,-0.030300,0.950462,normal
-0.761295,0.715122,-0.783430,1.132690,2.287402,0.299842,-0.166465,0.683008,0.538423,1.111868,normal
-0.383012,1.011089,1.665476,0.155639,0.412292,0.501975,-1.761055,-0.210409,-0.710717,-0.205228,normal
-0.318982,0.848175,-0.150779,-2.035882,-0.180449,-0.479045,-0.173284,-0.366210,-0.247695,-0.741703,normal
1.109183,-0.823214,1.723572,0.760884,-1.748482,-0.806256,1.242078,-0.855610,-0.200389,0.047175,normal
1.103712,1.570244,-0.907276,-2.429593,-0.216525,-0.371528,0.176283,0.899750,-0.139245,1.118538,normal
1.936135,0.680299,-0.613290,-0.907668,-0.931185,-0.581623,-0.519884,0.920056,0.502897,1.243808,normal
-0.166826,2.497118,1.921772,1.123989,-0.502109,-1.189639,-0.316220,-1.336575,0.288819,-0.109757,normal
-0.980883,-0.233932,0.683315,0.224174,-0.064326,-0.226304,0.496520,-1.209485,0.253451,-0.152139,normal
0.074664,-0.540935,-0.570308,1.647340,-0.972275,0.232471,0.217108,0.481423,0.082941,-0.432970,normal
0.878336,0.588877,0.751727,0.486632,-0.741298,-0.034894,1.379393,-0.375948,0.172598,-1.497328,normal
-1.115559,0.916421,-0.672862,-1.425558,-2.025843,-1.745510,0.926746,0.151059,0.802150,0.857214,normal
-5.882939,-5.706240,-4.506464,4.622779,4.209621,-7.550497,-6.514511,4.570778,7.690354,6.889586,anomaly
0.391759,-0.828167,0.036981,0.541396,0.491571,-1.914134,-0.537976,0.301490,1.031379,-0.400787,normal
-1.283334,-0.757175,-0.274062,-1.323118,-0.588408,-0.664770,-0.025020,-0.461151,0.764022,-0.530440,normal
-5.890971,6.757437,6.653907,-4.411798,-3.480152,-7.586345,-4.811976,5.258959,5.483374,4.439993,anomaly
-0.070231,-0.975594,0.344315,-1.158243,1.467810,0.817709,1.802085,-0.803828,-0.706550,0.657418,normal
0.755801,1.092021,0.928048,-0.187094,-1.404100,0.367935,-1.224801,1.103630,0.405807,-1.146698,normal
0.036941,-0.919346,-0.061130,-0.561358,-0.013848,0.001698,-0.540905,-0.729925,0.119447,1.165900,normal
-2.150713,0.095652,-1.593467,0.751878,1.141906,-0.354082,0.460028,1.076374,-0.826599,1.375167,normal
0.396927,-0.187015,-1.001676,0.334113,-0.333904,-0.079541,-1.295267,1.220870,-0.013991,-0.444315,normal
-1.043475,0.622148,1.042324,0.728483,0.116822,-1.445346,0.252452,-0.078519,-1.639169,-0.379002,normal
-0.789638,-1.057944,-1.584377,0.140372,-0.673010,-0.985349,-0.280276,0.025738,-1.159497,-0.642991,normal
0.533879,0.879978,0.974742,1.351476,-0.301580,-0.289371,0.651302,-0.807792,-1.497435,-0.548594,normal
0.733938,-1.365317,1.461838,-0.981754,-0.523883,1.267982,0.230828,-0.899192,0.375594,-1.925729,normal
-0.309970,-0.558543,-0.912881,0.813697,-0.600149,-1.888227,-0.230150,-0.581179,-0.002096,-0.384877,normal
-5.641148,-5.055459,-6.162197,-6.051944,7.710740,5.450912,5.104531,-5.880798,5.232395,3.513781,anomaly
0.487115,1.712669,-0.245240,1.128304,-1.099165,-0.186055,0.327729,1.338521,0.673258,-0.158177,normal
0.018226,1.079101,-0.762866,0.818472,0.709788,-0.988551,-0.027101,-0.472752,-0.167966,2.577517,normal
0.660008,0.178067,0.920642,0.863912,0.623708,-1.095049,-1.244214,-0.152386,1.081386,1.372907,normal
-1.829866,1.396350,0.193281,1.156964,-1.289865,0.637645,-0.603028,-0.043543,-0.256879,-0.166109,normal
-1.081075,-1.157734,-0.940551,0.842943,-1.389287,1.104637,0.487043,1.872361,-0.221654,-1.283530,normal
1.766524,-0.036482,0.061311,0.583516,1.000331,-0.831794,1.292916,-0.130512,-0.170729,0.373322,normal
0.030552,1.079722,-0.274546,0.436599,0.519238,-0.952764,1.545394,0.599652,-0.533144,0.905534,normal
-0.952708,1.564982,0.014071,-0.462757,1.263026,0.347254,-2.285981,0.072207,-0.828464,2.151282,normal
-1.155132,-0.086770,-0.669022,0.032730,-0.826254,1.128997,-0.213482,-0.194786,0.693254,0.144342,normal
-0.039389,0.604200,0.033339,1.687787,-0.325970,-0.175271,0.418432,0.635469,1.205229,1.280919,normal
0.728411,0.572234,-0.486523,-0.435108,-0.427035,-0.955360,0.623658,1.028343,0.815942,0.677562,normal
1.071130,1.151987,0.087185,-0.247408,-0.241198,0.817399,-0.031662,-1.389301,-0.561016,-0.778955,normal
4.355251,-8.235999,5.307371,6.431618,3.542852,-4.925999,-6.404665,5.850153,8.284832,5.135913,anomaly
0.959918,-0.072529,-1.575974,-0.013497,0.671629,-0.112198,1.887334,-0.657463,-1.628501,0.438081,normal
-0.633429,1.232923,-0.350910,-0.323355,-0.977001,-1.454525,2.119150,-2.112587,-0.066759,0.874689,normal
0.876714,0.813853,0.615784,-1.153226,-0.479522,1.807930,0.721471,0.038135,-0.436917,-0.555070,normal
-0.272342,0.123152,-0.590893,1.479221,-0.755407,-0.126066,-0.645785,-1.458676,-1.042997,0.615049,normal
-1.486996,0.962892,-0.522834,0.155816,0.280516,-0.329924,0.060527,0.065002,0.020213,-0.387825,normal
0.829454,0.776839,-0.981046,-1.428190,0.501120,0.378187,-1.515598,1.680662,-1.312628,-1.118830,normal
0.660455,0.418246,0.491702,1.325651,-0.495017,-1.019053,-0.554973,-1.918377,0.967736,1.065128,normal
-1.321369,-0.972309,0.995449,-1.428803,-0.528934,-0.714046,-1.227046,0.022088,-0.493389,-2.340107,normal
-1.395667,1.225272,-0.043898,-0.142413,1.020216,-0.991321,0.869965,-0.480708,0.043642,0.450791,normal
2.104825,-1.005603,-1.246232,-1.115544,0.531278,1.764813,-0.567635,0.716289,-1.234913,-0.958657,normal
1.714270,0.045019,0.726201,0.694879,0.723380,0.012190,-0.691396,1.263264,1.094396,-0.281753,normal
-0.363787,1.061135,-0.074856,-1.302229,-0.561079,1.793252,-0.506119,-1.786317,0.255508,-0.068457,normal
-0.223339,0.175052,1.380818,-0.831156,-0.549642,-0.358223,2.351853,-1.182147,-0.416589,0.527646,normal
0.132489,-0.042959,-0.154688,-0.013176,0.278648,0.373613,-1.193575,-1.181414,2.029732,0.684631,normal
1.509473,0.331692,-0.295391,-1.165366,0.619135,-0.781308,0.744689,-0.000391,-1.572000,1.286433,normal
-2.224010,0.945958,-0.045809,1.875144,1.447020,1.074123,1.121915,0.543315,-1.105833,0.185688,normal
0.264673,1.556166,1.454851,-0.574967,2.207673,-0.748961,0.330482,-1.120774,1.077746,-1.321037,normal
0.358543,-0.593266,0.027469,-1.268674,-2.858493,-1.131088,0.016377,0.022651,-0.712673,-1.764642,normal
-1.396932,-0.097082,0.807389,0.242004,-0.416242,-0.048602,-0.521490,0.554612,-0.880297,0.072652,normal
0.222804,0.943751,-0.427120,-0.834544,-0.951693,1.048446,-0.325248,0.440387,-1.771214,0.483715,normal
-0.401181,1.057008,1.468968,-0.538154,-0.069533,0.916990,0.188969,-0.864123,-0.457474,-1.279828,normal
-7.298898,7.977193,-6.780389,4.306726,6.608970,-5.395589,5.341260,-6.044890,7.462648,-6.682906,anomaly
-1.081854,0.733647,0.719998,0.925452,-0.824453,-0.429249,-1.107944,0.570086,-0.824555,-0.448308,normal
-1.354874,0.592833,-0.265381,2.485391,-0.582538,-1.337017,-0.487675,1.013094,1.638118,-0.319004,normal
7.004750,7.639475,-4.675092,3.784348,6.855870,4.239911,-7.313172,-6.332426,8.931130,5.390825,anomaly
0.905154,-0.749939,-0.317763,1.371417,-0.202265,-0.262527,-0.905595,0.390587,0.201295,-1.329081,normal
0.284620,0.370625,0.390134,0.386402,0.203076,0.003651,-0.306568,-0.825904,0.758880,0.434640,normal
0.383205,1.388547,0.846287,-0.112810,0.124337,-0.453181,-0.574176,0.630463,-0.783455,-1.164999,normal
0.532805,-0.217355,0.346023,-1.424309,0.669594,0.366054,-0.230006,2.763177,1.291862,0.193355,normal
-1.367909,-0.793227,-0.353868,0.295133,1.328139,1.067363,1.038950,-0.547809,-0.453654,-0.677841,normal
